trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
737,False,"{'a': 0.5, 'e': 0.10922742003605865}",25,18,-5.8247021146666915,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.10889973777595047}",20,12,17.94816408864302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.10857303856262261}",20,16,7.2309558795735995,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.10824731944693475}",20,14,9.174309866282515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.10792257748859395}",20,11,18.301846381896123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.10759880975612816}",25,10,30.485000807163594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.10727601332685978}",20,14,-3.3450371370901033,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.1069541852868792}",35,21,11.096373771390914,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.10663332273101855}",25,2,33.08842448727126,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.1063134227628255}",25,16,16.19376874621542,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.10599448249453702}",20,12,16.060891743448636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.10567649904705341}",25,12,17.68310364805277,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.10535946954991225}",30,20,17.874682839300664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.10504339114126252}",20,3,9.185861312234485,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.10472826096783873}",20,11,16.59838409472221,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.10441407618493521}",25,20,10.02112141427025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.10410083395638041}",25,3,-52.908433397802455,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
754,False,"{'a': 0.5, 'e': 0.10378853145451127}",25,11,26.561814775982572,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.10347716586014773}",30,3,50.629556335368044,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.10316673436256728}",25,14,19.0487099680679,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.10285723415947957}",20,2,6.729404534188969,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.10254866245700113}",30,21,16.416732116046248,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.10224101646963013}",25,13,-16.629473891523855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
760,False,"{'a': 0.5, 'e': 0.10193429342022124}",20,10,4.729922630546591,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.10162849053996058}",25,6,33.192467413721005,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.10132360506834069}",30,13,36.66171036570019,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.10101963425313566}",25,13,24.758941503782943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.10071657535037626}",30,20,7.278161991035613,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.10041442562432513}",30,16,27.88949467130592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.10011318234745216}",25,18,4.196587165320362,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.0998128428004098}",25,19,10.517895981257226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.09951340427200858}",30,11,23.87957192584126,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.09921486405919255}",25,12,10.787774908376894,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.09891721946701497}",25,10,15.613367945589136,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.09862046780861393}",20,14,11.566788646765126,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.09832460640518809}",25,18,12.366631157153702,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.09802963258597253}",25,13,26.587551416870493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.0977355436882146}",20,12,13.629372536945619,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.09744233705714996}",20,14,11.543705109840955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.09715001004597851}",30,12,24.088081229119325,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.09685856001584058}",30,18,10.522561805213408,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.09656798433579306}",25,19,-0.1704244654647633,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.09627828038278567}",30,23,15.323711429077152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.09598944554163731}",20,4,23.692867381747963,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.0957014772050124}",20,15,7.684015265245796,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.09541437277339737}",25,0,21.8453423784092,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
783,False,"{'a': 0.5, 'e': 0.09512812965507718}",20,8,22.272380672570986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.09484274526611194}",25,0,30.77632799418187,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
785,False,"{'a': 0.5, 'e': 0.09455821703031361}",20,2,4.823384622862813,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.09427454237922267}",30,17,24.16093592470485,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5, 'e': 0.09399171875208501}",25,11,26.16331672660202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.09370974359582875}",25,11,28.100973475987484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.09342861436504125}",20,0,-24.400034873114173,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
790,False,"{'a': 0.5, 'e': 0.09314832852194613}",20,10,16.34080445585458,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.09286888353638029}",20,2,27.90298706611509,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.09259027688577115}",30,21,19.00635256962753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.09231250605511383}",20,9,4.090051241581339,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.0920355685369485}",25,9,13.07057391419776,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.09175946183133765}",20,12,14.46543324895449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.09148418344584364}",20,11,19.319785756413346,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.0912097308955061}",20,15,10.964227695999337,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.09093610170281959}",20,10,7.295545581554957,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.09066329339771112}",25,17,16.87419834380954,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.09039130351751799}",20,12,11.676075186668742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.09012012960696544}",20,0,36.32305356861967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
802,False,"{'a': 0.5, 'e': 0.08984976921814454}",30,14,35.63835447259662,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.0895802199104901}",25,13,23.517397833982816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.08931147925075864}",20,2,28.785589077148803,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.08904354481300636}",25,12,14.103110642024902,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.5, 'e': 0.08877641417856734}",20,9,7.336438412528543,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.08851008493603164}",30,0,39.741930367553564,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
808,False,"{'a': 0.5, 'e': 0.08824455468122355}",25,14,18.836778428710588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.08797982101717988}",25,3,33.70778290040293,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.08771588155412834}",20,8,24.34234701723051,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.08745273390946595}",25,14,7.627987632663349,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
812,False,"{'a': 0.5, 'e': 0.08719037570773755}",25,15,18.27579384296364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.08692880458061433}",25,14,21.46115622433121,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.08666801816687249}",35,7,34.193409943258246,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.08640801411237187}",30,11,30.614255448702863,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.08614879007003474}",20,11,15.763895401824078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.5, 'e': 0.08589034369982464}",30,16,13.432104773572831,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.08563267266872517}",25,18,14.214872735592822,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.085375774650719}",25,3,28.00267855990063,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
820,False,"{'a': 0.5, 'e': 0.08511964732676684}",20,2,28.7743658202919,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.08486428838478655}",25,14,-1.7713373911729464,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.08460969551963218}",25,9,24.544902705284674,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.08435586643307329}",20,12,17.395530563687633,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.08410279883377407}",25,14,16.392364188394204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.08385049043727275}",20,14,13.106750260128722,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.08359893896596093}",20,12,13.392855963591991,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.08334814214906305}",20,0,28.773284252273626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.08309809772261587}",25,9,29.24400006611279,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.08284880342944802}",20,13,6.147117043945119,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.08260025701915967}",25,11,26.875351384834357,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.0823524562481022}",30,21,15.05292814167495,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.08210539887935789}",20,16,8.592401227470786,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.08185908268271981}",25,15,7.855102112159512,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.08161350543467165}",25,7,29.780772929981914,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.08136866491836764}",20,10,17.103259788914357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.08112455892361253}",25,0,42.57640694492997,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
837,False,"{'a': 0.5, 'e': 0.0808811852468417}",20,9,10.916102455946136,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.08063854169110117}",20,16,8.373430259319878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.08039662606602786}",20,0,16.264157295633726,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
840,False,"{'a': 0.5, 'e': 0.08015543618782978}",20,2,21.16205266746838,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.07991496987926629}",20,11,16.07914736948556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.07967522496962849}",25,3,25.680776432554374,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.07943619929471961}",20,5,0.6588399054642022,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.07919789069683544}",25,13,25.941660064377984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.07896029702474494}",30,14,23.71762292347027,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.0787234161336707}",20,11,3.037994700880102,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.07848724588526969}",30,8,-14.517621901197442,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
848,False,"{'a': 0.5, 'e': 0.07825178414761388}",25,13,23.325832190437037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.07801702879517104}",25,7,24.224016700064656,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.07778297770878553}",30,18,21.766626021322494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.07754962877565917}",30,8,38.11031913234098,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.0773169798893322}",20,0,30.277657242859867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
853,False,"{'a': 0.5, 'e': 0.07708502894966421}",20,11,17.172923026275953,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.07685377386281522}",25,20,11.150413258862148,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.07662321254122678}",25,6,32.79950563326119,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.0763933429036031}",20,13,12.537337965719084,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.07616416287489229}",20,3,19.98011906110201,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.07593567038626761}",25,17,15.419223419318088,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.0757078633751088}",25,20,9.776114284042736,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.07548073978498347}",30,9,30.7157564868447,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.07525429756562853}",25,7,24.568907741106642,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.07502853467293165}",20,13,14.334520951607388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.07480344906891286}",20,0,33.09609350061636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
864,False,"{'a': 0.5, 'e': 0.07457903872170611}",25,15,19.486511018091143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.07435530160554099}",25,13,7.67697001203069,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.07413223570072437}",30,13,8.244135128752983,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.0739098389936222}",30,17,24.70647264511374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.07368810947664134}",20,10,17.346127782249287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.07346704514821141}",20,16,8.490011739347533,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.07324664401276677}",35,20,27.389998672550533,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.07302690408072847}",35,21,24.376567172199973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.07280782336848628}",20,11,18.133230096651882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.07258939989838081}",20,16,8.705994951282264,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.07237163169868567}",20,12,15.447443027652806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.07215451680358961}",20,13,11.737979813644172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.07193805325317884}",25,18,11.841192339642465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.07172223909341931}",20,12,3.1141704699053094,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.07150707237613906}",25,9,23.570318519544163,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.07129255115901063}",30,16,30.761659858242098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.0710786735055336}",20,0,29.697198234248678,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
881,False,"{'a': 0.5, 'e': 0.07086543748501699}",30,13,28.389820865997795,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.07065284117256193}",30,19,-4.859145337511561,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.07044088264904425}",20,2,17.759569598589003,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.07022956000109712}",25,0,41.65994746234107,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
885,False,"{'a': 0.5, 'e': 0.07001887132109383}",25,12,21.532912726425145,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.06980881470713055}",25,17,14.258567686260555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.06959938826300915}",20,8,22.915189196222876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.06939059009822013}",30,7,18.5564114170279,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.06918241832792547}",35,0,47.7749638200524,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
890,False,"{'a': 0.5, 'e': 0.0689748710729417}",25,17,13.525832006081917,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.06876794645972288}",35,19,30.108433678279837,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.06856164262034371}",25,17,18.145709746796072,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.06835595769248268}",30,18,9.598219331834436,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.06815088981940523}",20,0,8.794469583834756,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.06794643714994701}",25,19,13.210730416541105,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.06774259783849718}",20,13,6.292089413578456,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.06753937004498169}",25,3,39.308427605485114,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.06733675193484674}",20,11,-3.284350748188153,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.0671347416790422}",20,6,20.031569071502943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.06693333745400507}",25,8,34.66534560908421,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.06673253744164305}",30,8,16.965468128514775,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.06653233982931812}",30,16,26.845156690496907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.06633274280983018}",20,11,3.2457569118879626,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.06613374458140069}",30,12,-12.34087084501821,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
905,False,"{'a': 0.5, 'e': 0.06593534334765648}",25,0,21.18645542561495,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
906,False,"{'a': 0.5, 'e': 0.06573753731761352}",30,6,25.424478503044533,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.06554032470566068}",25,11,24.067403549471848,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.0653437037315437}",20,10,18.846848153311733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.06514767262034907}",20,12,15.48116637021607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.06495222960248802}",25,14,20.44104804470274,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.06475737291368056}",30,14,17.41803671225662,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.06456310079493952}",20,8,20.65843217278167,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.06436941149255469}",25,0,11.476339696677828,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
914,False,"{'a': 0.5, 'e': 0.06417630325807702}",20,7,8.91057102028819,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.0639837743483028}",20,5,26.00757517833491,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.06379182302525789}",20,0,29.838478459932972,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
917,False,"{'a': 0.5, 'e': 0.06360044755618212}",20,16,6.868543359332875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.06340964621351357}",35,10,8.103889172151012,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.06321941727487303}",25,11,25.63735529676971,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.0630297590230484}",20,15,7.796619498277423,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.06284066974597925}",25,12,22.916804126984545,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
